Price,Open,High,Low,Close,ATR,ATR_TICKS
Ticker,CL=F,CL=F,CL=F,CL=F,,
Date,,,,,,
2024-08-16,78.16000366210938,78.16000366210938,75.54000091552734,76.6500015258789,,
2024-08-19,76.58000183105469,76.87000274658203,74.16999816894531,74.37000274658203,,
2024-08-20,74.33999633789062,75.02999877929688,73.5,74.04000091552734,,
2024-08-21,73.12000274658203,74.16000366210938,71.45999908447266,71.93000030517578,,
2024-08-22,71.93000030517578,73.5199966430664,71.58000183105469,73.01000213623047,,
2024-08-23,72.95999908447266,75.06999969482422,72.83000183105469,74.83000183105469,,
2024-08-26,75.0999984741211,77.5999984741211,75.04000091552734,77.41999816894531,,
2024-08-27,77.19999694824219,77.4800033569336,75.4000015258789,75.52999877929688,,
2024-08-28,75.75,75.94999694824219,73.81999969482422,74.5199966430664,,
2024-08-29,74.41999816894531,76.91000366210938,74.05000305175781,75.91000366210938,,
2024-08-30,75.87000274658203,76.58999633789062,73.36000061035156,73.55000305175781,,
2024-09-03,73.52999877929688,74.41000366210938,70.0999984741211,70.33999633789062,,
2024-09-04,70.27999877929688,71.45999908447266,68.81999969482422,69.19999694824219,,
2024-09-05,69.2699966430664,70.81999969482422,68.75,69.1500015258789,2.5585714067731584,255.86
2024-09-06,69.33000183105469,70.12999725341797,67.16999816894531,67.66999816894531,2.5828568594796315,258.29
2024-09-09,68.12999725341797,68.95999908447266,67.30999755859375,68.70999908447266,2.507856641496931,250.79
2024-09-10,68.77999877929688,69.08000183105469,65.2699966430664,65.75,2.6707142421177457,267.07
2024-09-11,66.27999877929688,67.97000122070312,65.62999725341797,67.30999755859375,2.6449999128069197,264.5
2024-09-12,67.38999938964844,69.80999755859375,67.23999786376953,68.97000122070312,2.690000261579241,269.0
2024-09-13,69.30999755859375,70.31999969482422,68.47000122070312,68.6500015258789,2.6621431623186385,266.21
2024-09-16,69.16000366210938,70.69999694824219,68.6500015258789,70.08999633789062,2.6107145036969865,261.07
2024-09-17,70.5,71.91999816894531,69.61000061035156,71.19000244140625,2.627142769949777,262.71
2024-09-18,71.13999938964844,71.4800033569336,69.7300033569336,70.91000366210938,2.6000001089913503,260.0
2024-09-19,70.12999725341797,72.48999786376953,70.12999725341797,71.94999694824219,2.5642858232770647,256.43
2024-09-20,72.0999984741211,72.4000015258789,71.36000061035156,71.91999816894531,2.4078576224190846,240.79
2024-09-23,71.30999755859375,71.80999755859375,69.48999786376953,70.37000274658203,2.273571559361049,227.36
2024-09-24,70.76000213623047,72.4000015258789,70.44000244140625,71.55999755859375,2.2300000871930803,223.0
2024-09-25,71.54000091552734,71.72000122070312,69.2300033569336,69.69000244140625,2.2599999564034596,226.0
2024-09-26,69.88999938964844,70.01000213623047,66.94999694824219,67.66999816894531,2.2671432495117188,226.71
2024-09-27,67.44999694824219,68.6500015258789,67.05999755859375,68.18000030517578,2.2628577096121654,226.29
2024-09-30,68.62999725341797,69.31999969482422,67.56999969482422,68.16999816894531,2.1157144818987166,211.57
2024-10-01,68.41000366210938,71.94000244140625,66.33000183105469,69.83000183105469,2.349285670689174,234.93
2024-10-02,70.80000305175781,72.48999786376953,69.87000274658203,70.0999984741211,2.3557139805385043,235.57
2024-10-03,70.9800033569336,74.08999633789062,70.5199966430664,73.70999908447266,2.508571079799107,250.86
2024-10-04,73.94999694824219,75.56999969482422,73.45999908447266,74.37999725341797,2.5128571646554128,251.29
2024-10-07,74.4000015258789,77.4000015258789,73.62000274658203,77.13999938964844,2.6178572518484935,261.79
2024-10-08,77.33000183105469,78.45999908447266,72.69000244140625,73.56999969482422,2.9049998692103793,290.5
2024-10-09,73.83999633789062,74.44999694824219,71.52999877929688,73.23999786376953,2.9449996948242188,294.5
2024-10-10,73.38999938964844,76.23999786376953,73.26000213623047,75.8499984741211,3.0849996294294084,308.5
2024-10-11,75.73999786376953,76.04000091552734,74.52999877929688,75.55999755859375,3.0192854745047435,301.93
2024-10-14,75.05000305175781,75.08000183105469,71.80999755859375,73.83000183105469,3.1421427045549666,314.21
2024-10-15,71.51000213623047,72.12000274658203,69.70999908447266,70.58000183105469,3.2585716247558594,325.86
2024-10-16,70.98999786376953,71.30999755859375,69.63999938964844,70.38999938964844,3.159285409109933,315.93
2024-10-17,70.68000030517578,71.11000061035156,69.44000244140625,70.66999816894531,3.1649992806570872,316.5
2024-10-18,70.75,71.2300033569336,68.69000244140625,69.22000122070312,3.2214279174804688,322.14
2024-10-21,69.45999908447266,71.02999877929688,69.0,70.55999755859375,2.9657135009765625,296.57
2024-10-22,70.48999786376953,72.66000366210938,70.05000305175781,72.08999633789062,2.9621423993791853,296.21
2024-10-23,71.3499984741211,71.72000122070312,70.12999725341797,70.7699966430664,2.8171424865722656,281.71
2024-10-24,71.0199966430664,72.33999633789062,69.7699966430664,70.19000244140625,2.849999564034598,285.0
