Price,Open,High,Low,Close,ATR,ATR_TICKS
Ticker,HG=F,HG=F,HG=F,HG=F,,
Date,,,,,,
2024-12-17,4.139500141143799,4.139500141143799,4.083499908447266,4.0914998054504395,,
2024-12-18,4.0920000076293945,4.106500148773193,4.038000106811523,4.099999904632568,,
2024-12-19,4.034999847412109,4.05049991607666,4.019999980926514,4.020500183105469,,
2024-12-20,4.0320000648498535,4.044000148773193,4.027500152587891,4.040999889373779,,
2024-12-23,4.031499862670898,4.031499862670898,4.019999980926514,4.0229997634887695,,
2024-12-24,4.052499771118164,4.052499771118164,4.043000221252441,4.049499988555908,,
2024-12-26,4.072999954223633,4.077499866485596,4.06850004196167,4.072000026702881,,
2024-12-27,4.061500072479248,4.0625,4.058000087738037,4.0625,,
2024-12-30,4.090000152587891,4.090000152587891,4.0335001945495605,4.045499801635742,,
2024-12-31,4.047500133514404,4.052999973297119,3.9795000553131104,3.9860000610351562,,
2025-01-02,3.992500066757202,4.0,3.9744999408721924,3.9885001182556152,,
2025-01-03,4.033999919891357,4.041999816894531,4.0335001945495605,4.0395002365112305,,
2025-01-06,4.114999771118164,4.1620001792907715,4.114999771118164,4.126999855041504,,
2025-01-07,4.161499977111816,4.1620001792907715,4.138999938964844,4.1605000495910645,0.04907141413007464,98.14
2025-01-08,4.190000057220459,4.236999988555908,4.190000057220459,4.227499961853027,0.05053567886352539,101.07
2025-01-09,4.284999847412109,4.284999847412109,4.269000053405762,4.2795000076293945,0.049749953406197686,99.5
2025-01-10,4.314000129699707,4.314000129699707,4.274499893188477,4.274499893188477,0.04685711860656738,93.71
2025-01-13,4.289999961853027,4.295499801635742,4.289999961853027,4.295499801635742,0.04667854309082031,93.36
2025-01-14,4.324999809265137,4.324999809265137,4.292500019073486,4.310500144958496,0.04749996321541922,95.0
2025-01-15,4.340000152587891,4.366000175476074,4.340000152587891,4.359499931335449,0.04935710770743234,98.71
2025-01-16,4.400000095367432,4.4120001792907715,4.3979997634887695,4.4105000495910645,0.05110713413783482,102.21
2025-01-17,4.3495001792907715,4.3520002365112305,4.329999923706055,4.337500095367432,0.05585714748927525,111.71
2025-01-21,4.309999942779541,4.310999870300293,4.271500110626221,4.310999870300293,0.05653572082519531,113.07
2025-01-22,4.269999980926514,4.271500110626221,4.258500099182129,4.271500110626221,0.05503571033477783,110.07
2025-01-23,4.25,4.299499988555908,4.229499816894531,4.299499988555908,0.05821428980146136,116.43
2025-01-24,4.339000225067139,4.339000225067139,4.2804999351501465,4.289999961853027,0.05857147489275251,117.14
2025-01-27,4.235000133514404,4.235000133514404,4.202000141143799,4.203499794006348,0.05610718045915876,112.21
2025-01-28,4.235000133514404,4.246500015258789,4.21999979019165,4.2204999923706055,0.056678601673671176,113.36
2025-01-29,4.256499767303467,4.257999897003174,4.256499767303467,4.257500171661377,0.05389288493565151,107.79
2025-01-30,4.255000114440918,4.313499927520752,4.255000114440918,4.288000106811523,0.05396430832999093,107.93
2025-01-31,4.2754998207092285,4.276000022888184,4.247000217437744,4.26200008392334,0.05407142639160156,108.14
2025-02-03,4.253499984741211,4.308499813079834,4.253499984741211,4.294000148773193,0.056499992098127096,113.0
2025-02-04,4.324999809265137,4.35099983215332,4.324999809265137,4.34250020980835,0.058249984468732564,116.5
2025-02-05,4.386000156402588,4.435999870300293,4.386000156402588,4.434500217437744,0.06096424375261579,121.93
2025-02-06,4.488500118255615,4.492000102996826,4.435500144958496,4.453499794006348,0.06132136072431292,122.64
2025-02-07,4.536499977111816,4.589000225067139,4.536499977111816,4.581500053405762,0.06524995395115443,130.5
2025-02-10,4.682499885559082,4.703000068664551,4.674499988555908,4.700500011444092,0.06921424184526716,138.43
2025-02-11,4.556000232696533,4.5945000648498535,4.546999931335449,4.5945000648498535,0.07642854963030134,152.86
2025-02-12,4.697999954223633,4.697999954223633,4.692500114440918,4.697999954223633,0.07882138660975865,157.64
2025-02-13,4.765999794006348,4.769999980926514,4.763999938964844,4.769000053405762,0.07978565352303642,159.57
2025-02-14,4.656499862670898,4.656499862670898,4.656499862670898,4.656499862670898,0.0815356799534389,163.07
2025-02-18,4.590000152587891,4.593999862670898,4.550000190734863,4.585000038146973,0.08607135500226702,172.14
2025-02-19,4.557000160217285,4.557000160217285,4.557000160217285,4.557000160217285,0.08539278166634696,170.79
2025-02-20,4.545000076293945,4.607999801635742,4.545000076293945,4.607999801635742,0.08571420397077288,171.43
2025-02-21,4.534999847412109,4.575500011444092,4.534999847412109,4.559999942779541,0.08799992288861956,176.0
2025-02-24,4.5289998054504395,4.5355000495910645,4.515999794006348,4.517000198364258,0.08721423149108887,174.43
2025-02-25,4.505499839782715,4.554999828338623,4.486000061035156,4.486000061035156,0.088071380342756,176.14
2025-02-26,4.541999816894531,4.541999816894531,4.541999816894531,4.541999816894531,0.08539281572614398,170.79
2025-02-27,4.537499904632568,4.620999813079834,4.504000186920166,4.579999923706055,0.0896427971976144,179.29
2025-02-28,4.556000232696533,4.55649995803833,4.479499816894531,4.514500141143799,0.08714277403695243,174.29
2025-03-03,4.54449987411499,4.616000175476074,4.507999897003174,4.576499938964844,0.08617850712367467,172.36
2025-03-04,4.565999984741211,4.566999912261963,4.5,4.527500152587891,0.08067849704197474,161.36
2025-03-05,4.534999847412109,4.789999961853027,4.534999847412109,4.766499996185303,0.09203563417707171,184.07
2025-03-06,4.781499862670898,4.802499771118164,4.722499847412109,4.7789998054504395,0.09260705539158412,185.21
2025-03-07,4.751999855041504,4.75600004196167,4.6570000648498535,4.683000087738037,0.09328559466770717,186.57
2025-03-10,4.6570000648498535,4.68149995803833,4.607500076293945,4.639500141143799,0.09107133320399693,182.14
2025-03-11,4.619500160217285,4.774499893188477,4.599999904632568,4.739999771118164,0.10153562682015556,203.07
2025-03-12,4.765500068664551,4.868500232696533,4.765500068664551,4.821000099182129,0.10621425083705358,212.43
2025-03-13,4.814499855041504,4.902500152587891,4.7754998207092285,4.898499965667725,0.11007142066955566,220.14
2025-03-14,4.895500183105469,4.924499988555908,4.847499847412109,4.869500160217285,0.11242856298174177,224.86
2025-03-17,4.855000019073486,4.954999923706055,4.855000019073486,4.933499813079834,0.11464285850524902,229.29
2025-03-18,4.948999881744385,4.99399995803833,4.943999767303467,4.993000030517578,0.11496431486947196,229.93
2025-03-19,5.002999782562256,5.096499919891357,5.002999782562256,5.076000213623047,0.1140000479561942,228.0
2025-03-20,5.098499774932861,5.105999946594238,5.048500061035156,5.085000038146973,0.11092860358101982,221.86
2025-03-21,5.081999778747559,5.087500095367432,5.017000198364258,5.087500095367432,0.10825000490461077,216.5
