Price,Open,High,Low,Close,ATR,ATR_TICKS
Ticker,YM=F,YM=F,YM=F,YM=F,,
Date,,,,,,
2024-05-28,39163.0,39235.0,38787.0,38944.0,,
2024-05-29,38920.0,38920.0,38221.0,38524.0,,
2024-05-30,38268.0,38312.0,38111.0,38231.0,,
2024-05-31,38225.0,38858.0,38139.0,38791.0,,
2024-06-03,38824.0,38919.0,38333.0,38656.0,,
2024-06-04,38666.0,38878.0,38425.0,38787.0,,
2024-06-05,38801.0,38937.0,38628.0,38884.0,,
2024-06-06,38884.0,39092.0,38808.0,38955.0,,
2024-06-07,38955.0,39174.0,38716.0,38857.0,,
2024-06-10,38852.0,38945.0,38719.0,38929.0,,
2024-06-11,38898.0,38932.0,38481.0,38794.0,,
2024-06-12,38773.0,39193.0,38658.0,38752.0,,
2024-06-13,38646.0,38650.0,38637.0,38677.0,,
2024-06-14,38646.0,38674.0,38306.0,38605.0,435.07142857142856,435.07
2024-06-17,38868.0,38868.0,38864.0,38818.0,421.85714285714283,421.86
2024-06-18,38853.0,38853.0,38839.0,38859.0,372.7142857142857,372.71
2024-06-20,38853.0,39259.0,38770.0,39147.0,378.14285714285717,378.14
2024-06-21,39160.0,39261.94921875,39051.0,39261.94921875,341.853515625,341.85
2024-06-24,39849.0,39871.0,39846.0,39844.0,343.5,343.5
2024-06-25,39849.0,39928.0,39393.0,39526.0,349.35714285714283,349.36
2024-06-26,39484.0,39586.0,39306.0,39540.0,347.2857142857143,347.29
2024-06-27,39502.0,39505.0,39490.0,39550.0,330.57142857142856,330.57
2024-06-28,39502.0,39819.0,39284.0,39469.0,336.07142857142856,336.07
2024-07-01,39498.0,39506.0,39495.0,39511.0,322.57142857142856,322.57
2024-07-02,39662.0,39662.0,39650.0,39688.0,301.14285714285717,301.14
2024-07-03,39662.0,39763.0,39568.0,39636.0,276.85714285714283,276.86
2024-07-05,39643.0,39781.0,39488.0,39695.0,289.57142857142856,289.57
2024-07-08,39670.0,40006.0,39595.0,39650.0,292.42857142857144,292.43
2024-07-09,39670.0,39818.0,39450.0,39596.0,299.92857142857144,299.93
2024-07-10,39600.0,40067.0,39558.0,40049.0,333.7857142857143,333.79
2024-07-11,40013.0,40200.0,39937.0,40089.0,317.64285714285717,317.64
2024-07-12,40121.0,40572.0,40021.0,40301.0,341.9321986607143,341.93
2024-07-15,40390.0,40654.0,40338.0,40514.0,323.64285714285717,323.64
2024-07-16,40548.0,41299.0,40457.0,41255.0,345.57142857142856,345.57
2024-07-17,41248.0,41546.0,41095.0,41497.0,357.7857142857143,357.79
2024-07-18,41538.0,41672.0,40886.0,40958.0,410.35714285714283,410.36
2024-07-19,40963.0,41006.0,40466.0,40562.0,410.7142857142857,410.71
2024-07-22,40602.0,40747.0,40488.0,40693.0,426.57142857142856,426.57
2024-07-23,40683.0,40795.0,40567.0,40615.0,432.07142857142856,432.07
2024-07-24,40575.0,40583.0,40053.0,40110.0,458.2857142857143,458.29
2024-07-25,40208.0,40685.0,40055.0,40192.0,482.35714285714283,482.36
2024-07-26,40245.0,40995.0,40233.0,40831.0,510.35714285714283,510.36
2024-07-29,40857.0,41051.0,40606.0,40771.0,515.8571428571429,515.86
2024-07-30,40781.0,40859.0,40754.0,40959.0,487.0,487.0
2024-07-31,41111.0,41158.0,41058.0,41073.0,482.42857142857144,482.43
2024-08-01,40420.0,40450.0,40339.0,40514.0,495.5,495.5
2024-08-02,40420.0,40450.0,39518.0,39879.0,541.4285714285714,541.43
2024-08-05,39623.0,39750.0,38541.0,38848.0,576.8571428571429,576.86
2024-08-06,39017.0,39600.0,38760.0,39143.0,604.6428571428571,604.64
2024-08-07,39025.0,39619.0,38753.0,38905.0,610.3571428571429,610.36
2024-08-08,38815.0,39662.0,38689.0,39601.0,641.2857142857143,641.29
2024-08-09,39610.0,39770.0,39355.0,39640.0,652.4285714285714,652.43
2024-08-12,39618.0,39739.0,39366.0,39480.0,662.7857142857143,662.79
2024-08-13,39488.0,39923.0,39344.0,39889.0,664.0,664.0
2024-08-14,39889.0,40191.0,39786.0,40119.0,647.9285714285714,647.93
2024-08-15,40161.0,40721.0,40113.0,40683.0,634.0,634.0
2024-08-16,40703.0,40856.0,40546.0,40794.0,624.3571428571429,624.36
2024-08-19,40818.0,41052.0,40741.0,41020.0,639.0714285714286,639.07
2024-08-20,40993.0,41085.0,40875.0,40949.0,639.8571428571429,639.86
2024-08-21,40949.0,41097.0,40850.0,41006.0,605.0714285714286,605.07
2024-08-22,41015.0,41159.0,40684.0,40828.0,567.8571428571429,567.86
2024-08-23,40838.0,41307.0,40836.0,41270.0,506.5,506.5
2024-08-26,41274.0,41523.0,41229.0,41335.0,467.5,467.5
2024-08-27,41290.0,41390.0,41181.0,41356.0,420.57142857142856,420.57
2024-08-28,41355.0,41451.0,40920.0,41178.0,389.0,389.0
2024-08-29,41256.0,41682.0,41153.0,41439.0,397.14285714285717,397.14
2024-08-30,41480.0,41674.0,41231.0,41653.0,402.14285714285717,402.14
2024-09-03,41613.0,41658.0,40866.0,41018.0,417.35714285714283,417.36
2024-09-04,41019.0,41260.0,40849.0,41051.0,417.7857142857143,417.79
2024-09-05,41028.0,41169.0,40593.0,40829.0,415.5,415.5
2024-09-06,40879.0,41080.0,40264.0,40407.0,451.64285714285717,451.64
2024-09-09,40339.0,41065.0,40331.0,40882.0,481.85714285714283,481.86
2024-09-10,40921.0,40989.0,40463.0,40798.0,504.42857142857144,504.43
2024-09-11,40792.0,40951.0,40034.0,40906.0,552.2857142857143,552.29
2024-09-12,40855.0,41160.0,40701.0,41146.0,551.1428571428571,551.14
2024-09-13,41134.0,41569.0,41127.0,41427.0,548.5,548.5
2024-09-16,41422.0,41786.0,41388.0,41660.0,555.9285714285714,555.93
2024-09-17,41656.0,41872.0,41502.0,41639.0,567.4285714285714,567.43
2024-09-18,41652.0,42026.0,41470.0,41526.0,569.2142857142857,569.21
2024-09-19,41592.0,42190.0,41580.0,42057.0,578.8571428571429,578.86
2024-09-20,42078.0,42097.0,41836.0,41946.08984375,565.8571428571429,565.86
2024-09-23,42475.0,42562.0,42321.0,42501.0,553.279296875,553.28
2024-09-24,42485.0,42656.0,42409.0,42597.0,541.5650111607143,541.57
